ghi;dni;dhi;temp_air;ws10
0.0;0.0;0.0;5.52;1.45
0.0;0.0;0.0;5.53;1.52
0.0;0.0;0.0;5.5;1.59
3.0;0.0;3.0;5.11;0.48
32.0;0.0;32.0;5.38;0.34
228.0;329.05;127.0;5.83;0.69
54.0;0.0;54.0;6.33;1.1
41.0;0.0;41.0;7.07;2.21
61.0;0.0;61.0;7.41;2.34
136.0;5.27;134.0;7.79;2.41
52.0;0.0;52.0;8.3;2.34
24.0;0.0;24.0;8.18;1.72
0.0;0.0;0.0;7.67;2.07
0.0;0.0;0.0;7.58;2.28
0.0;0.0;0.0;7.47;2.14
0.0;0.0;0.0;6.22;1.66
0.0;0.0;0.0;5.95;1.59
0.0;0.0;0.0;5.75;1.1
0.0;0.0;0.0;5.82;1.38
0.0;0.0;0.0;5.93;1.52
0.0;0.0;0.0;6.03;1.72
0.0;0.0;0.0;6.05;1.24
0.0;0.0;0.0;6.07;0.76
0.0;0.0;0.0;5.99;0.83
0.0;0.0;0.0;5.8;0.83
0.0;0.0;0.0;5.77;0.69
0.0;0.0;0.0;6.03;0.55
3.0;0.0;3.0;5.4;1.24
68.0;15.78;65.0;6.19;1.38
85.0;0.0;85.0;7.31;1.79
205.0;63.44;180.0;8.5;2.14
102.0;0.0;102.0;9.09;2.48
314.0;268.62;198.0;9.52;2.83
359.0;709.45;87.0;9.95;3.03
268.0;715.67;58.0;10.09;3.03
128.0;493.8;45.0;10.04;2.62
0.0;0.0;0.0;8.82;2.21
0.0;0.0;0.0;7.3;2.28
0.0;0.0;0.0;6.15;2.14
0.0;0.0;0.0;5.44;2.0
0.0;0.0;0.0;4.43;1.79
0.0;0.0;0.0;3.68;1.66
0.0;0.0;0.0;2.92;1.59
0.0;0.0;0.0;2.42;1.45
0.0;0.0;0.0;2.39;1.31
0.0;0.0;0.0;2.21;1.17
0.0;0.0;0.0;2.06;1.1
0.0;0.0;0.0;1.91;0.97
0.0;0.0;0.0;1.89;0.83
0.0;0.0;0.0;0.85;0.83
0.0;0.0;0.0;0.43;0.83
9.0;0.0;9.0;1.09;1.31
122.0;217.19;80.0;2.54;1.31
185.0;124.25;146.0;3.97;1.24
235.0;110.6;191.0;5.79;1.03
374.0;471.0;167.0;7.56;1.03
394.0;584.85;139.0;8.85;0.97
363.0;686.19;97.0;9.97;0.76
276.0;725.59;60.0;10.79;0.62
140.0;580.5;40.0;10.77;0.62
0.0;0.0;0.0;9.95;1.03
0.0;0.0;0.0;7.83;0.97
0.0;0.0;0.0;7.46;0.76
0.0;0.0;0.0;4.74;1.45
0.0;0.0;0.0;4.67;1.1
0.0;0.0;0.0;4.19;0.97
0.0;0.0;0.0;2.3;0.9
0.0;0.0;0.0;1.86;0.83
0.0;0.0;0.0;2.05;0.83
0.0;0.0;0.0;2.05;1.03
0.0;0.0;0.0;2.27;1.17
0.0;0.0;0.0;2.65;1.24
0.0;0.0;0.0;2.78;1.31
0.0;0.0;0.0;2.93;1.31
0.0;0.0;0.0;3.29;1.31
7.0;0.0;7.0;3.15;1.38
136.0;310.11;75.0;4.25;1.45
233.0;305.51;136.0;5.83;1.72
323.0;395.81;164.0;6.91;1.66
377.0;468.91;169.0;7.98;1.52
336.0;315.73;197.0;9.31;1.45
330.0;471.99;145.0;10.44;1.45
253.0;509.94;99.0;11.14;1.31
115.0;260.64;69.0;11.28;1.03
0.0;0.0;0.0;10.6;0.62
0.0;0.0;0.0;8.17;1.38
