ghi;dni;dhi;temp_air;ws10
0.0;0.0;0.0;5.23;3.79
9.0;0.0;9.0;5.19;3.52
38.0;0.0;38.0;4.72;4.55
63.0;4.7;62.0;2.96;3.66
79.0;14.52;76.0;2.5;4.34
99.0;132.39;77.0;3.2;5.66
54.0;95.41;45.0;3.11;4.21
0.0;0.0;0.0;2.67;3.59
0.0;0.0;0.0;2.15;3.52
0.0;0.0;0.0;1.83;3.59
0.0;0.0;0.0;1.55;3.45
0.0;0.0;0.0;1.04;3.31
0.0;0.0;0.0;0.64;3.17
0.0;0.0;0.0;0.33;3.1
0.0;0.0;0.0;0.07;3.03
0.0;0.0;0.0;-0.21;3.1
0.0;0.0;0.0;-0.39;3.03
0.0;0.0;0.0;-0.49;2.97
0.0;0.0;0.0;-0.66;2.9
0.0;0.0;0.0;-0.83;2.97
0.0;0.0;0.0;-0.84;3.03
0.0;0.0;0.0;-0.66;3.1
0.0;0.0;0.0;-0.61;2.97
0.0;0.0;0.0;0.44;4.28
0.0;0.0;0.0;0.66;4.41
73.0;331.61;31.0;0.95;4.28
12.0;0.0;12.0;1.57;4.07
22.0;0.0;22.0;2.19;3.66
16.0;0.0;16.0;2.23;2.0
24.0;0.0;24.0;2.32;2.0
8.0;0.0;8.0;1.99;2.76
0.0;0.0;0.0;1.46;3.31
0.0;0.0;0.0;1.24;3.17
0.0;0.0;0.0;1.36;2.76
0.0;0.0;0.0;1.46;2.55
0.0;0.0;0.0;0.48;2.34
0.0;0.0;0.0;0.13;2.62
0.0;0.0;0.0;-0.02;3.1
0.0;0.0;0.0;0.11;3.45
0.0;0.0;0.0;0.6;4.0
0.0;0.0;0.0;0.86;4.62
0.0;0.0;0.0;0.5;5.52
0.0;0.0;0.0;0.67;6.34
0.0;0.0;0.0;1.0;5.17
0.0;0.0;0.0;3.44;6.76
0.0;0.0;0.0;4.1;7.86
0.0;0.0;0.0;3.89;7.24
0.0;0.0;0.0;4.0;7.45
0.0;0.0;0.0;3.94;7.38
7.0;0.0;7.0;4.1;7.59
13.0;0.0;13.0;4.76;8.07
132.0;163.68;96.0;5.03;8.97
82.0;14.02;79.0;5.36;9.79
14.0;0.0;14.0;5.46;10.34
8.0;0.0;8.0;5.27;9.79
1.0;0.0;1.0;4.97;9.38
0.0;0.0;0.0;4.78;9.24
0.0;0.0;0.0;4.82;9.31
0.0;0.0;0.0;4.47;9.31
0.0;0.0;0.0;4.0;7.66
0.0;0.0;0.0;3.03;6.0
0.0;0.0;0.0;2.65;4.55
0.0;0.0;0.0;2.17;4.34
0.0;0.0;0.0;1.75;4.48
0.0;0.0;0.0;1.7;4.55
0.0;0.0;0.0;1.71;4.34
